filename,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,,,,,,,,
MusicVideo_360P-648c,MusicVideo,360,115,3.272,2.998,2.928,2.86,0.68,0.713,0.749,0.822,,,,,,,,
MusicVideo_360P-7b94,MusicVideo,360,107,2.44,2.24,2.259,2.392,0.524,0.627,0.604,0.75,,,,,,,,
MusicVideo_480P-0448,MusicVideo,480,107,3.453,3.468,3.164,3.13,0.523,0.556,0.611,0.598,,,,,,,,
MusicVideo_480P-12fb,MusicVideo,480,115,3.059,3.16,3.198,3.117,0.611,0.515,0.483,0.602,,,,,,,,
MusicVideo_480P-184c,MusicVideo,480,113,3.726,3.721,3.768,3.678,0.478,0.412,0.448,0.43,,,,,,,,
MusicVideo_480P-1eee,MusicVideo,480,132,3.061,2.838,3.025,3.106,0.587,0.539,0.579,0.548,,,,,,,,
MusicVideo_480P-2de0,MusicVideo,480,137,3.47,3.395,3.361,3.408,0.525,0.559,0.491,0.476,,,,,,,,
MusicVideo_480P-3aa2,MusicVideo,480,109,2.767,2.474,2.289,2.497,0.742,0.529,0.531,0.59,,,,,,,,
MusicVideo_480P-3c8b,MusicVideo,480,119,2.908,2.69,2.713,2.729,0.666,0.762,0.764,0.751,,,,,,,,
MusicVideo_480P-41ce,MusicVideo,480,119,3.766,3.764,3.67,3.613,0.468,0.481,0.423,0.509,,,,,,,,
MusicVideo_480P-483b,MusicVideo,480,119,1.539,1.61,1.644,1.507,0.702,0.807,0.837,0.741,,,,,,,,
MusicVideo_480P-4cc8,MusicVideo,480,127,3.346,3.492,3.458,3.428,0.692,0.623,0.533,0.559,,,,,,,,
MusicVideo_480P-5461,MusicVideo,480,149,4.272,4.279,4.185,4.031,0.482,0.442,0.526,0.486,,,,,,,,
MusicVideo_480P-5830,MusicVideo,480,120,3.045,3.005,2.889,2.702,0.636,0.595,0.658,0.593,,,,,,,,
MusicVideo_480P-6026,MusicVideo,480,121,3.033,2.813,2.877,2.774,0.608,0.463,0.508,0.485,,,,,,,,
MusicVideo_480P-61ba,MusicVideo,480,140,1.756,1.349,1.581,1.633,0.864,0.5,0.711,0.714,,,,,,,,
MusicVideo_480P-66b2,MusicVideo,480,124,2.709,2.626,1.951,2.057,0.843,0.836,0.706,0.858,,,,,,,,
MusicVideo_480P-6fb6,MusicVideo,480,115,3.611,3.564,3.47,3.662,0.548,0.497,0.531,0.549,,,,,,,,
MusicVideo_480P-7643,MusicVideo,480,121,3.093,3.017,2.945,3.275,0.613,0.579,0.6,0.511,,,,,,,,
MusicVideo_480P-7955,MusicVideo,480,116,3.509,3.461,3.569,3.485,0.519,0.473,0.48,0.492,,,,,,,,
MusicVideo_720P-0355,MusicVideo,720,116,1.907,2.009,1.985,2.115,1.01,1.07,1.039,1.064,,,,,,,,
MusicVideo_720P-0752,MusicVideo,720,136,4.365,4.367,4.272,4.036,0.495,0.404,0.421,0.502,,,,,,,,
MusicVideo_720P-14f0,MusicVideo,720,120,2.382,2.574,2.486,2.633,0.656,0.604,0.622,0.639,,,,,,,,
MusicVideo_720P-2d7d,MusicVideo,720,126,2.988,2.897,2.145,3.103,0.708,0.757,0.85,0.823,,,,,,,,
MusicVideo_720P-3698,MusicVideo,720,119,4.378,4.331,4.421,4.282,0.512,0.423,0.416,0.445,,,,,,,,
MusicVideo_720P-3b11,MusicVideo,720,109,3.6,3.461,3.436,3.55,0.484,0.526,0.499,0.55,,,,,,,,
MusicVideo_720P-3c4c,MusicVideo,720,152,4.135,4.085,4.116,3.963,0.583,0.434,0.405,0.469,,,,,,,,
MusicVideo_720P-44c1,MusicVideo,720,136,4.499,4.406,4.496,4.462,0.422,0.441,0.4,0.402,,,,,,,,
MusicVideo_720P-4895,MusicVideo,720,135,4.173,3.998,3.73,3.812,0.606,0.539,0.557,0.553,,,,,,,,
MusicVideo_720P-4ad2,MusicVideo,720,117,3.756,3.775,3.767,3.816,0.44,0.468,0.448,0.479,,,,,,,,
MusicVideo_720P-575d,MusicVideo,720,144,3.242,3.507,3.103,3.151,0.762,0.616,0.775,0.753,,,,,,,,
MusicVideo_720P-5c9c,MusicVideo,720,120,2.471,2.273,2.367,2.204,0.737,0.595,0.685,0.759,,,,,,,,
MusicVideo_720P-62df,MusicVideo,720,127,4.246,4.296,4.248,4.021,0.602,0.441,0.458,0.58,,,,,,,,
MusicVideo_720P-734f,MusicVideo,720,140,3.848,3.744,4.335,4.002,0.538,0.649,0.52,0.494,,,,,,,,
MusicVideo_720P-7501,MusicVideo,720,117,2.598,2.545,2.479,2.387,0.605,0.631,0.603,0.54,,,,,,,,
MusicVideo_720P-7bcf,MusicVideo,720,121,3.536,3.319,3.393,3.103,0.517,0.537,0.513,0.612,,,,,,,,
NewsClip_1080P-00c3,NewsClip,1080,141,4.421,4.415,4.458,4.44,0.462,0.422,0.405,0.465,,,,,,,,
NewsClip_1080P-02fd,NewsClip,1080,145,4.159,4.216,4.268,4.215,0.596,0.495,0.474,0.496,,,,,,,,
NewsClip_1080P-06df,NewsClip,1080,124,4.489,4.559,4.384,4.283,0.403,0.379,0.486,0.489,,,,,,,,
NewsClip_1080P-0abf,NewsClip,1080,122,3.672,3.503,3.182,3.459,0.501,0.474,0.631,0.487,,,,,,,,
NewsClip_1080P-1db0,NewsClip,1080,152,4.141,4.139,4.081,4.234,0.584,0.628,0.49,0.534,,,,,,,,
NewsClip_1080P-22b3,NewsClip,1080,113,3.812,3.572,3.293,3.65,0.479,0.54,0.534,0.506,,,,,,,,
NewsClip_1080P-27fb,NewsClip,1080,124,4.002,3.958,3.968,3.935,0.495,0.492,0.482,0.481,,,,,,,,
NewsClip_1080P-2eb0,NewsClip,1080,131,4.484,4.533,4.503,4.566,0.413,0.406,0.424,0.409,,,,,,,,
NewsClip_1080P-3427,NewsClip,1080,131,4.382,4.514,4.34,4.073,0.487,0.4,0.491,0.447,,,,,,,,
NewsClip_1080P-3c7c,NewsClip,1080,113,4.462,4.459,4.282,4.188,0.493,0.454,0.523,0.574,,,,,,,,
NewsClip_1080P-4241,NewsClip,1080,129,3.936,3.713,3.513,4.097,0.507,0.55,0.525,0.637,,,,,,,,
NewsClip_1080P-48ae,NewsClip,1080,135,3.887,3.765,3.819,3.763,0.406,0.489,0.481,0.5,,,,,,,,
NewsClip_1080P-5b53,NewsClip,1080,126,4.45,4.433,4.382,4.418,0.425,0.43,0.464,0.47,,,,,,,,
NewsClip_1080P-5be1,NewsClip,1080,123,4.065,4.233,4.312,3.86,0.535,0.621,0.502,0.459,,,,,,,,
NewsClip_1080P-632e,NewsClip,1080,113,3.517,3.137,3.375,3.712,0.495,0.658,0.497,0.562,,,,,,,,
NewsClip_1080P-67dc,NewsClip,1080,112,3.977,3.963,3.851,4.054,0.463,0.38,0.467,0.572,,,,,,,,
NewsClip_1080P-7816,NewsClip,1080,141,3.855,3.702,3.76,3.756,0.503,0.47,0.481,0.457,,,,,,,,
NewsClip_360P-0376,NewsClip,360,132,3.095,3.105,3.118,3.247,0.562,0.608,0.63,0.532,,,,,,,,
NewsClip_360P-0c17,NewsClip,360,136,2.968,2.66,2.709,2.677,0.624,0.45,0.459,0.465,,,,,,,,
NewsClip_360P-0ff8,NewsClip,360,114,3.518,3.533,3.447,3.449,0.598,0.48,0.581,0.506,,,,,,,,
NewsClip_360P-1093,NewsClip,360,117,3.1,3.252,3.148,3.163,0.583,0.446,0.461,0.48,,,,,,,,
NewsClip_360P-12fc,NewsClip,360,115,2.902,2.918,2.905,2.965,0.586,0.615,0.601,0.642,,,,,,,,
NewsClip_360P-1b1c,NewsClip,360,118,3.514,3.178,3.366,3.389,0.49,0.613,0.507,0.53,,,,,,,,
NewsClip_360P-1e1c,NewsClip,360,117,3.254,2.921,3.132,2.998,0.541,0.593,0.411,0.573,,,,,,,,
NewsClip_360P-1eae,NewsClip,360,126,3.467,3.526,3.467,3.567,0.501,0.483,0.486,0.452,,,,,,,,
NewsClip_360P-22ce,NewsClip,360,106,2.698,2.654,2.747,2.552,0.666,0.632,0.679,0.599,,,,,,,,
NewsClip_360P-274e,NewsClip,360,115,3.332,3.18,3.301,3.215,0.46,0.494,0.505,0.471,,,,,,,,
NewsClip_360P-2986,NewsClip,360,124,2.902,2.676,2.592,2.68,0.648,0.646,0.612,0.621,,,,,,,,
NewsClip_360P-2c91,NewsClip,360,111,2.859,2.884,2.728,2.502,0.614,0.637,0.527,0.471,,,,,,,,
NewsClip_360P-311a,NewsClip,360,113,2.447,2.062,2.235,2.492,0.633,0.81,0.672,0.708,,,,,,,,
NewsClip_360P-3451,NewsClip,360,137,2.121,2.323,2.134,2.211,0.733,0.627,0.561,0.471,,,,,,,,
NewsClip_360P-4288,NewsClip,360,124,3.393,3.442,3.548,3.501,0.507,0.5,0.434,0.455,,,,,,,,
NewsClip_360P-439a,NewsClip,360,113,3.282,3.245,3.098,3.165,0.486,0.51,0.64,0.522,,,,,,,,
NewsClip_360P-4417,NewsClip,360,137,2.924,2.773,2.794,2.796,0.64,0.619,0.661,0.688,,,,,,,,
NewsClip_360P-5052,NewsClip,360,132,2.095,2.248,2.175,2.292,0.675,0.557,0.562,0.519,,,,,,,,
NewsClip_360P-5752,NewsClip,360,145,3.346,3.214,3.265,3.339,0.548,0.501,0.478,0.463,,,,,,,,
NewsClip_360P-5bcc,NewsClip,360,140,2.864,2.824,2.862,2.765,0.602,0.629,0.621,0.703,,,,,,,,
NewsClip_360P-5f3b,NewsClip,360,123,2.298,2.196,2.158,2.261,0.583,0.653,0.647,0.616,,,,,,,,
NewsClip_360P-66ae,NewsClip,360,118,3.218,3.17,3.014,3.029,0.529,0.513,0.576,0.511,,,,,,,,
NewsClip_360P-67ce,NewsClip,360,116,3.196,2.922,2.72,2.965,0.49,0.594,0.502,0.577,,,,,,,,
NewsClip_360P-7a96,NewsClip,360,120,2.291,1.946,1.94,1.827,0.656,0.627,0.574,0.618,,,,,,,,
NewsClip_480P-0269,NewsClip,480,105,3.04,2.678,2.905,2.884,0.711,0.531,0.592,0.623,,,,,,,,
NewsClip_480P-0ce5,NewsClip,480,121,3.265,3.152,2.957,2.624,0.474,0.527,0.542,0.492,,,,,,,,
NewsClip_480P-15fa,NewsClip,480,120,3.581,3.474,3.652,3.658,0.422,0.49,0.481,0.505,,,,,,,,
NewsClip_480P-2407,NewsClip,480,130,2.688,2.636,2.582,2.593,0.575,0.566,0.504,0.531,,,,,,,,
NewsClip_480P-2642,NewsClip,480,121,2.688,2.625,2.598,2.418,0.53,0.622,0.662,0.539,,,,,,,,
NewsClip_480P-28eb,NewsClip,480,120,2.998,2.951,2.974,2.889,0.566,0.627,0.633,0.634,,,,,,,,
NewsClip_480P-2b9b,NewsClip,480,113,2.421,2.314,2.331,2.221,0.7,0.655,0.818,0.873,,,,,,,,
NewsClip_480P-2ba7,NewsClip,480,123,2.791,2.537,2.381,2.585,0.592,0.547,0.5,0.484,,,,,,,,
NewsClip_480P-31bd,NewsClip,480,126,3.61,3.461,3.596,3.592,0.467,0.507,0.472,0.528,,,,,,,,
NewsClip_480P-3672,NewsClip,480,123,3.802,3.653,3.418,3.482,0.523,0.422,0.475,0.486,,,,,,,,
NewsClip_480P-36d0,NewsClip,480,110,3.764,3.972,3.663,3.55,0.494,0.508,0.423,0.456,,,,,,,,
NewsClip_480P-4072,NewsClip,480,123,2.481,2.288,2.525,2.426,0.606,0.532,0.625,0.605,,,,,,,,
NewsClip_480P-41b1,NewsClip,480,114,3.623,3.41,3.472,3.519,0.456,0.445,0.417,0.443,,,,,,,,
NewsClip_480P-437c,NewsClip,480,118,3.011,2.947,3.121,3.127,0.562,0.601,0.607,0.606,,,,,,,,
NewsClip_480P-49c9,NewsClip,480,112,3.975,3.798,3.788,3.857,0.493,0.473,0.432,0.466,,,,,,,,
NewsClip_480P-4a9f,NewsClip,480,136,2.983,3.156,2.927,3.149,0.583,0.495,0.612,0.518,,,,,,,,
NewsClip_480P-4e77,NewsClip,480,117,3.45,3.576,3.298,2.798,0.502,0.523,0.544,0.602,,,,,,,,
NewsClip_480P-543f,NewsClip,480,122,3.423,3.466,3.106,2.997,0.491,0.452,0.549,0.644,,,,,,,,
NewsClip_480P-5a3b,NewsClip,480,110,2.237,1.866,1.981,2.522,0.886,0.719,0.793,0.737,,,,,,,,
NewsClip_480P-5e7f,NewsClip,480,111,3.105,3.104,3.132,3.22,0.62,0.577,0.497,0.505,,,,,,,,
NewsClip_480P-606e,NewsClip,480,114,2.921,2.73,2.835,2.988,0.613,0.621,0.663,0.594,,,,,,,,
NewsClip_480P-6615,NewsClip,480,124,3.51,3.301,3.199,3.275,0.476,0.437,0.514,0.498,,,,,,,,
NewsClip_480P-696e,NewsClip,480,132,3.102,2.837,3.134,3.224,0.671,0.697,0.679,0.566,,,,,,,,
NewsClip_480P-6bfa,NewsClip,480,105,3.793,3.884,3.814,3.845,0.493,0.523,0.473,0.447,,,,,,,,
NewsClip_480P-7232,NewsClip,480,128,2.991,2.924,2.804,2.805,0.644,0.594,0.622,0.587,,,,,,,,
NewsClip_480P-72b8,NewsClip,480,122,3.407,3.375,3.23,3.429,0.49,0.469,0.506,0.508,,,,,,,,
NewsClip_480P-7a0d,NewsClip,480,124,3.754,3.83,3.67,3.742,0.523,0.507,0.523,0.503,,,,,,,,
NewsClip_720P-04ba,NewsClip,720,133,3.49,3.346,3.262,3.053,0.489,0.491,0.463,0.665,,,,,,,,
NewsClip_720P-0c81,NewsClip,720,127,3.893,3.739,3.817,3.745,0.529,0.551,0.439,0.465,,,,,,,,
NewsClip_720P-1971,NewsClip,720,134,4.272,3.962,3.801,4.013,0.483,0.537,0.533,0.507,,,,,,,,
NewsClip_720P-2182,NewsClip,720,117,3.494,3.44,3.489,3.614,0.54,0.496,0.49,0.492,,,,,,,,
NewsClip_720P-23e0,NewsClip,720,115,4.11,4.222,4.158,3.963,0.366,0.456,0.545,0.497,,,,,,,,
NewsClip_720P-2882,NewsClip,720,118,3.667,3.573,3.624,3.541,0.471,0.446,0.453,0.444,,,,,,,,
NewsClip_720P-35d9,NewsClip,720,116,3.017,3.087,2.81,2.631,0.694,0.733,0.555,0.677,,,,,,,,
NewsClip_720P-37f7,NewsClip,720,129,3.716,3.84,3.803,3.813,0.466,0.477,0.538,0.512,,,,,,,,
NewsClip_720P-4603,NewsClip,720,125,3.454,3.279,3.477,3.294,0.49,0.456,0.508,0.547,,,,,,,,
NewsClip_720P-4e87,NewsClip,720,136,4.368,4.477,4.448,4.363,0.469,0.431,0.431,0.473,,,,,,,,
NewsClip_720P-5564,NewsClip,720,146,4.377,4.512,4.422,4.656,0.453,0.418,0.457,0.385,,,,,,,,
NewsClip_720P-5787,NewsClip,720,109,4.483,4.32,3.821,3.79,0.45,0.484,0.446,0.515,,,,,,,,
NewsClip_720P-579b,NewsClip,720,110,2.866,3.024,3.018,2.461,0.639,0.642,0.618,0.555,,,,,,,,
NewsClip_720P-5d89,NewsClip,720,137,4.48,4.349,4.414,4.462,0.436,0.448,0.432,0.422,,,,,,,,
NewsClip_720P-6016,NewsClip,720,122,4.522,4.326,4.219,4.372,0.399,0.435,0.531,0.474,,,,,,,,
NewsClip_720P-6106,NewsClip,720,110,2.996,2.838,2.924,3.12,0.634,0.679,0.674,0.659,,,,,,,,
NewsClip_720P-672c,NewsClip,720,121,3.987,4.052,3.864,3.846,0.496,0.413,0.465,0.477,,,,,,,,
NewsClip_720P-6a19,NewsClip,720,116,3.547,2.993,3.484,3.687,0.5,0.609,0.51,0.514,,,,,,,,
NewsClip_720P-6cde,NewsClip,720,128,4.297,4.439,4.345,4.357,0.586,0.431,0.465,0.529,,,,,,,,
NewsClip_720P-72d2,NewsClip,720,109,4.357,4.339,3.564,3.758,0.507,0.494,0.506,0.549,,,,,,,,
NewsClip_720P-739b,NewsClip,720,148,4.007,3.925,3.84,3.982,0.608,0.499,0.472,0.463,,,,,,,,
NewsClip_720P-7745,NewsClip,720,129,4.528,4.465,4.49,4.431,0.446,0.433,0.432,0.449,,,,,,,,
NewsClip_720P-7b7e,NewsClip,720,119,4.145,4.038,4.241,4.108,0.613,0.509,0.452,0.384,,,,,,,,
NewsClip_720P-7b97,NewsClip,720,109,2.803,2.025,1.825,2.866,0.861,0.851,0.786,0.713,,,,,,,,
NewsClip_720P-7c67,NewsClip,720,125,4.434,4.497,4.412,3.911,0.474,0.436,0.487,0.524,,,,,,,,
NewsClip_720P-7e56,NewsClip,720,124,4.41,4.402,3.83,3.875,0.42,0.38,0.517,0.493,,,,,,,,
Sports_1080P-0063,Sports,1080,113,3.447,3.465,3.484,3.33,0.612,0.609,0.55,0.716,,,,,,,,
Sports_1080P-0640,Sports,1080,117,3.524,3.455,3.359,3.022,0.511,0.49,0.507,0.631,,,,,,,,
Sports_1080P-08e1,Sports,1080,135,4.224,4.262,3.987,4.079,0.56,0.532,0.485,0.581,,,,,,,,
Sports_1080P-0d0c,Sports,1080,108,3.98,4.06,4.174,4.015,0.516,0.562,0.435,0.528,,,,,,,,
Sports_1080P-15d1,Sports,1080,114,4.57,4.576,4.542,4.551,0.393,0.397,0.385,0.41,,,,,,,,
Sports_1080P-19d8,Sports,1080,123,4.472,4.365,4.452,4.466,0.422,0.604,0.493,0.456,,,,,,,,
Sports_1080P-1ae3,Sports,1080,123,3.352,3.35,3.354,3.313,0.683,0.495,0.512,0.647,,,,,,,,
Sports_1080P-1bf7,Sports,1080,127,4.49,4.464,4.335,4.309,0.496,0.451,0.463,0.5,,,,,,,,
Sports_1080P-1d78,Sports,1080,122,3.378,3.495,3.31,3.265,0.718,0.598,0.712,0.685,,,,,,,,
Sports_1080P-241e,Sports,1080,131,4.411,4.233,4.473,4.407,0.461,0.604,0.457,0.477,,,,,,,,
Sports_1080P-2524,Sports,1080,128,3.662,3.6,3.589,3.548,0.516,0.466,0.455,0.446,,,,,,,,
Sports_1080P-28a6,Sports,1080,130,4.452,4.478,4.452,4.389,0.453,0.423,0.409,0.431,,,,,,,,
Sports_1080P-2a21,Sports,1080,118,3.231,3.415,3.3,3.048,0.624,0.599,0.669,0.716,,,,,,,,
Sports_1080P-3a3b,Sports,1080,115,3.669,3.486,3.3,3.208,0.524,0.552,0.564,0.543,,,,,,,,
Sports_1080P-3db7,Sports,1080,118,4.021,3.894,3.758,3.534,0.526,0.542,0.472,0.653,,,,,,,,
Sports_1080P-3eb0,Sports,1080,113,3.819,3.869,3.694,3.597,0.508,0.43,0.441,0.456,,,,,,,,
Sports_1080P-43e2,Sports,1080,148,4.414,4.454,4.436,4.435,0.421,0.419,0.478,0.44,,,,,,,,
Sports_1080P-46ed,Sports,1080,119,3.493,2.993,2.985,3.509,0.571,0.642,0.605,0.518,,,,,,,,
Sports_1080P-47e9,Sports,1080,126,4.106,3.656,3.959,4.268,0.412,0.515,0.487,0.454,,,,,,,,
Sports_1080P-4978,Sports,1080,144,4.341,4.541,4.489,4.572,0.45,0.402,0.427,0.386,,,,,,,,
Sports_1080P-49c5,Sports,1080,139,4.142,4.263,3.863,3.946,0.588,0.501,0.491,0.548,,,,,,,,
Sports_1080P-4e05,Sports,1080,106,3.445,3.458,3.451,3.447,0.547,0.503,0.628,0.526,,,,,,,,
Sports_1080P-53a0,Sports,1080,113,3.429,3.412,3.422,3.135,0.61,0.549,0.618,0.655,,,,,,,,
Sports_1080P-5d25,Sports,1080,123,3.478,3.606,3.142,3.252,0.779,0.651,0.735,0.764,,,,,,,,
Sports_1080P-6571,Sports,1080,115,3.652,3.541,3.757,3.695,0.448,0.53,0.436,0.484,,,,,,,,
Sports_1080P-6710,Sports,1080,141,4.335,4.317,4.417,4.303,0.428,0.474,0.444,0.583,,,,,,,,
Sports_1080P-679d,Sports,1080,114,4.366,4.402,4.223,4.249,0.448,0.435,0.498,0.398,,,,,,,,
Sports_1080P-7203,Sports,1080,123,3.91,3.915,3.856,3.908,0.468,0.521,0.547,0.515,,,,,,,,
Sports_1080P-7584,Sports,1080,128,3.755,3.663,3.516,3.644,0.472,0.452,0.473,0.469,,,,,,,,
Sports_1080P-76a2,Sports,1080,123,4.054,3.894,3.911,3.958,0.44,0.49,0.514,0.52,,,,,,,,
Sports_1080P-7dba,Sports,1080,119,3.718,3.768,3.889,3.917,0.508,0.529,0.539,0.539,,,,,,,,
Sports_2160P-0455,Sports,2160,126,4.287,4.364,4.204,4.191,0.56,0.591,0.75,0.651,,,,,,,,
Sports_2160P-086d,Sports,2160,132,4.376,4.373,4.563,4.579,0.561,0.595,0.41,0.439,,,,,,,,
Sports_2160P-1261,Sports,2160,132,4.114,4.376,4.209,3.99,0.63,0.467,0.58,0.547,,,,,,,,
Sports_2160P-1733,Sports,2160,136,4.373,4.137,4.568,4.557,0.582,0.663,0.447,0.444,,,,,,,,
Sports_2160P-1b70,Sports,2160,133,4.508,4.491,4.393,4.468,0.491,0.552,0.6,0.552,,,,,,,,
Sports_2160P-1ddc,Sports,2160,122,3.466,3.549,3.417,3.41,0.546,0.564,0.514,0.736,,,,,,,,
Sports_2160P-210c,Sports,2160,130,4.462,4.474,4.375,4.409,0.567,0.561,0.631,0.593,,,,,,,,
Sports_2160P-2568,Sports,2160,124,4.401,4.434,4.4,4.365,0.496,0.46,0.504,0.509,,,,,,,,
Sports_2160P-2626,Sports,2160,139,4.388,4.479,4.321,4.273,0.498,0.56,0.603,0.61,,,,,,,,
Sports_2160P-279f,Sports,2160,120,4.526,4.588,4.62,4.509,0.414,0.438,0.442,0.62,,,,,,,,
Sports_2160P-2a83,Sports,2160,127,4.002,4.095,4.128,4.117,0.775,0.614,0.592,0.637,,,,,,,,
Sports_2160P-2e1d,Sports,2160,136,4.457,4.506,4.551,4.396,0.579,0.591,0.432,0.557,,,,,,,,
Sports_2160P-2eda,Sports,2160,133,4.307,4.331,4.331,4.402,0.594,0.62,0.663,0.599,,,,,,,,
Sports_2160P-300d,Sports,2160,110,3.67,3.6,3.508,3.579,0.546,0.554,0.672,0.485,,,,,,,,
Sports_2160P-324e,Sports,2160,140,4.317,4.238,4.267,4.25,0.577,0.621,0.643,0.626,,,,,,,,
Sports_2160P-349c,Sports,2160,131,4.302,4.364,4.47,4.366,0.609,0.605,0.609,0.64,,,,,,,,
Sports_2160P-3794,Sports,2160,106,3.158,3.106,3.086,2.891,0.679,0.606,0.594,0.666,,,,,,,,
Sports_2160P-391a,Sports,2160,132,4.281,4.37,4.482,4.456,0.658,0.632,0.594,0.565,,,,,,,,
Sports_2160P-3a9a,Sports,2160,105,3.633,3.535,3.577,4.131,0.842,0.888,0.835,0.638,,,,,,,,
Sports_2160P-3d85,Sports,2160,124,4.517,4.378,4.388,4.463,0.569,0.614,0.614,0.599,,,,,,,,
Sports_2160P-4024,Sports,2160,127,4.054,3.933,3.783,3.655,0.673,0.593,0.593,0.647,,,,,,,,
Sports_2160P-4201,Sports,2160,129,4.012,4.134,3.759,3.993,0.728,0.654,0.83,0.597,,,,,,,,
Sports_2160P-49f1,Sports,2160,134,4.287,4.298,4.374,4.352,0.612,0.692,0.593,0.586,,,,,,,,
Sports_2160P-4aae,Sports,2160,124,4.323,4.447,4.429,4.428,0.526,0.452,0.442,0.479,,,,,,,,
Sports_2160P-4e9f,Sports,2160,136,4.405,4.438,4.451,4.439,0.617,0.51,0.477,0.449,,,,,,,,
Sports_2160P-5ef3,Sports,2160,119,4.209,4.272,4.301,4.066,0.696,0.668,0.634,0.83,,,,,,,,
Sports_2160P-69b9,Sports,2160,122,4.564,4.425,4.511,4.44,0.471,0.558,0.497,0.563,,,,,,,,
Sports_2160P-6b28,Sports,2160,137,4.391,4.324,4.392,4.182,0.434,0.482,0.485,0.592,,,,,,,,
Sports_2160P-7165,Sports,2160,112,4.351,4.291,4.322,4.536,0.561,0.613,0.594,0.49,,,,,,,,
Sports_2160P-7a11,Sports,2160,132,4.373,4.428,4.385,4.486,0.605,0.636,0.541,0.527,,,,,,,,
Sports_2160P-7af7,Sports,2160,115,3.95,4.024,3.992,3.896,0.472,0.513,0.7,0.462,,,,,,,,
Sports_2160P-7af8,Sports,2160,128,3.563,3.409,3.12,3.25,0.801,0.781,0.931,0.946,,,,,,,,
Sports_2160P-7bbe,Sports,2160,130,4.343,4.37,4.46,4.436,0.573,0.603,0.539,0.593,,,,,,,,
Sports_360P-02c3,Sports,360,120,3.396,3.389,3.296,3.348,0.502,0.447,0.464,0.469,,,,,,,,
Sports_360P-0c66,Sports,360,124,3.097,2.921,2.937,2.966,0.629,0.605,0.646,0.63,,,,,,,,
Sports_360P-0dda,Sports,360,126,2.868,2.552,2.588,2.555,0.664,0.49,0.502,0.49,,,,,,,,
Sports_360P-11b7,Sports,360,117,2.401,2.307,2.598,2.701,0.622,0.654,0.597,0.717,,,,,,,,
Sports_360P-1803,Sports,360,119,3.593,3.246,3.486,3.717,0.485,0.62,0.477,0.418,,,,,,,,
Sports_360P-1d5c,Sports,360,130,3.781,3.825,3.77,3.244,0.442,0.442,0.49,0.567,,,,,,,,
Sports_360P-2725,Sports,360,114,2.862,2.906,2.903,2.926,0.611,0.508,0.572,0.569,,,,,,,,
Sports_360P-27b0,Sports,360,123,2.82,2.839,2.62,2.87,0.628,0.673,0.533,0.602,,,,,,,,
Sports_360P-2ace,Sports,360,140,3.444,3.2,3.314,3.321,0.494,0.462,0.453,0.493,,,,,,,,
Sports_360P-2e48,Sports,360,108,2.744,2.715,2.662,2.736,0.698,0.563,0.609,0.552,,,,,,,,
Sports_360P-301d,Sports,360,118,3.667,3.825,3.761,3.048,0.508,0.45,0.456,0.625,,,,,,,,
Sports_360P-32d3,Sports,360,132,3.012,2.869,2.813,2.531,0.623,0.658,0.628,0.56,,,,,,,,
Sports_360P-3960,Sports,360,118,2.787,2.876,2.788,2.642,0.525,0.575,0.588,0.53,,,,,,,,
Sports_360P-3e68,Sports,360,107,2.508,2.584,2.44,2.619,0.704,0.713,0.58,0.558,,,,,,,,
Sports_360P-4545,Sports,360,117,2.432,2.257,2.197,2.201,0.746,0.621,0.527,0.593,,,,,,,,
Sports_360P-4802,Sports,360,131,2.582,2.553,2.404,2.671,0.647,0.524,0.559,0.639,,,,,,,,
Sports_360P-4ad7,Sports,360,130,2.327,2.042,2.333,2.191,0.537,0.697,0.626,0.582,,,,,,,,
Sports_360P-50fd,Sports,360,118,3.011,2.711,2.797,2.764,0.642,0.552,0.613,0.668,,,,,,,,
Sports_360P-5252,Sports,360,122,2.538,2.545,2.156,2.37,0.696,0.71,0.679,0.532,,,,,,,,
Sports_360P-5ded,Sports,360,134,3.784,3.726,3.716,3.818,0.491,0.522,0.489,0.498,,,,,,,,
Sports_360P-61f6,Sports,360,126,3.393,3.673,3.663,3.44,0.511,0.556,0.493,0.583,,,,,,,,
Sports_360P-65f3,Sports,360,145,2.826,2.743,2.634,2.516,0.663,0.616,0.608,0.586,,,,,,,,
Sports_360P-6b4f,Sports,360,120,2.981,3.019,2.953,2.966,0.618,0.586,0.621,0.599,,,,,,,,
Sports_360P-6c6f,Sports,360,110,2.556,2.378,2.602,2.474,0.698,0.627,0.712,0.642,,,,,,,,
Sports_360P-6f62,Sports,360,118,3.594,3.545,3.533,3.701,0.458,0.472,0.479,0.518,,,,,,,,
Sports_360P-7f50,Sports,360,145,1.963,1.805,1.874,2.004,0.643,0.603,0.576,0.633,,,,,,,,
Sports_480P-0623,Sports,480,128,3.106,3.092,2.938,2.894,0.682,0.662,0.64,0.661,,,,,,,,
Sports_480P-0827,Sports,480,108,2.914,2.777,2.749,2.637,0.663,0.623,0.534,0.526,,,,,,,,
Sports_480P-0af9,Sports,480,133,3.765,3.693,3.675,3.639,0.504,0.502,0.525,0.514,,,,,,,,
Sports_480P-0bb9,Sports,480,114,3.419,3.182,3.575,3.659,0.532,0.644,0.596,0.464,,,,,,,,
